# psi Mf af cosiota Q A2220 A2221 phi2220 phi2221 logL logPrior
7.572466354312247239e-01 6.547010313067903553e+01 6.162416151009506571e-01 4.687223628652703034e-01 2.684460420495463628e-01 5.587920851806205569e+00 2.554767458266355984e+00 4.443293418940497119e+00 7.150442532910243898e-01 2.133099991905412389e+04 0.000000000000000000e+00
2.573547368829477211e+00 6.534842733006405524e+01 6.377477089868504034e-01 -1.681990716190896185e-01 1.479727537283365424e-01 6.204035119957096001e+00 2.892695048999213370e+00 2.552922006408581135e-01 2.710219707679716095e+00 2.133100265308106100e+04 0.000000000000000000e+00
1.723245206501431204e+00 6.476197851374281811e+01 6.120442002065015208e-01 2.798717387149263769e-01 2.381782810974475417e-01 7.695597468092416626e+00 3.764833685725352819e+00 2.933339410756809151e+00 5.477190855060566577e+00 2.133100553478467191e+04 0.000000000000000000e+00
4.806263734366972851e-01 6.568897633182649543e+01 5.325379584541523048e-01 -5.861355978365251351e-01 5.265955815207195023e-01 4.928955376858954018e+00 2.176045418226022932e+00 2.087873004185787362e+00 4.632283701230938355e+00 2.133101589489543039e+04 0.000000000000000000e+00
3.456319482169680213e-01 6.543138542145206316e+01 6.278395494072455119e-01 6.212251768582360834e-01 1.891873581265414439e-01 4.668350578528316142e+00 2.109461197688675238e+00 5.439823196118057425e+00 1.767697439116479252e+00 2.133102684595324899e+04 0.000000000000000000e+00
1.598415519919040850e+00 6.498163494239665283e+01 6.076766866252208965e-01 -4.254996775516948770e-01 2.791829420633779590e-01 5.616464620865134094e+00 2.753839102398897953e+00 4.115611732657087352e+00 3.661307206129162939e-01 2.133102946898802838e+04 0.000000000000000000e+00
1.305555317594993658e+00 6.412756611111589677e+01 5.894255592451740355e-01 -5.498824868462559579e-01 2.575110427461531071e-01 4.609790510199274216e+00 2.226092616214994990e+00 3.707989042816438818e+00 5.653521035819419893e-02 2.133103362615142760e+04 0.000000000000000000e+00
1.570296803854858592e+00 6.584590688354903421e+01 6.409727243049455625e-01 1.021539562966689435e-01 1.681314604078940345e-01 7.039605768213665904e+00 3.152847017983197553e+00 3.440432874700761090e+00 5.942435321624783384e+00 2.133103676098191136e+04 0.000000000000000000e+00
2.845513177628506529e+00 6.456587516968380669e+01 6.055260546511070929e-01 5.400785717398235430e-01 2.238257053928002505e-01 4.641329660280886671e+00 2.190845403930422375e+00 4.139417689464735539e-01 3.013071287097339290e+00 2.133104530743694704e+04 0.000000000000000000e+00
2.894264694015611816e+00 6.413001675049385142e+01 3.389853441147727131e-01 -3.004782482024533075e-02 8.067564090121205345e-01 5.904634615528560282e+00 2.740188995412480732e+00 4.605174762297595259e-01 3.029308874267100826e+00 2.133105215106556352e+04 0.000000000000000000e+00
6.545589171544120566e-01 6.451293877276670230e+01 5.086367990910813930e-01 6.098406069057545897e-01 5.372618088008187520e-01 4.803964832623232262e+00 2.344069481135762523e+00 4.732316190254731936e+00 1.032102800149263366e+00 2.133105310130712678e+04 0.000000000000000000e+00
1.043669184865581467e+00 6.511461456134129833e+01 6.333642187610718510e-01 -2.168424572459987376e-01 9.324053254130021395e-02 6.023314999812922288e+00 2.757217446475909828e+00 3.434975523173703582e+00 6.048249807897700947e+00 2.133105776791167227e+04 0.000000000000000000e+00
4.595976981898708402e-01 6.530268570508455639e+01 6.419163594007269991e-01 -3.737418742735318933e-01 1.210523538817669109e-02 7.840345425653702627e+00 3.699306595982938539e+00 2.025254526993300885e+00 4.605218406425935385e+00 2.133106016057901797e+04 0.000000000000000000e+00
2.285596976363013955e+00 6.501659069491583409e+01 4.084294985617403784e-01 9.768892981033291401e-01 7.314346256378305711e-01 2.982576708363402940e+00 1.442920914126684551e+00 1.498472138792577901e+00 4.012004794845997147e+00 2.133106358565504343e+04 0.000000000000000000e+00
2.716175356435131860e+00 6.534273991548973015e+01 6.427755849308076641e-01 1.907010899878850141e-01 1.181636186562846635e-01 5.642772055965775913e+00 2.717784935932717527e+00 4.860132797669941551e-01 2.929375716259781992e+00 2.133107508179081924e+04 0.000000000000000000e+00
4.229346595983504709e-01 6.544301785507346381e+01 6.316087952977328390e-01 3.560145044306998185e-01 1.828650480612305229e-01 8.149762725599934754e+00 3.896867526022801176e+00 5.272667367463079735e+00 1.538762114039918583e+00 2.133108315642785965e+04 0.000000000000000000e+00
2.689969299821863835e-01 6.322309449589657504e+01 2.512130724881757038e-01 5.745635397307339298e-01 8.914753212139928662e-01 4.859698345952614851e+00 2.181995124638978822e+00 5.603441860176027411e+00 1.828191143236772787e+00 2.133108810648840881e+04 0.000000000000000000e+00
1.472891837813421700e+00 6.512317359995491017e+01 4.962023274308602350e-01 7.721706550462204000e-02 5.772244937840596002e-01 6.513476954512969819e+00 3.009050838803235095e+00 3.543205725474927625e+00 6.179061211500715523e+00 2.133108988433216655e+04 0.000000000000000000e+00
2.296172284410999076e+00 6.485176491948266175e+01 6.141681572950674628e-01 -4.028649012790859185e-01 1.997953150772258102e-01 6.509509534847731871e+00 3.123216861023793811e+00 5.882976053513388592e+00 2.216767801784326863e+00 2.133109210676299335e+04 0.000000000000000000e+00
7.215121452615316233e-01 6.487636228615538414e+01 5.023888742556469333e-01 1.395238678599576565e-01 5.633212423288298520e-01 1.051429528665283897e+01 4.897017030475470101e+00 4.038643324592394279e+00 2.986293716812318255e-01 2.133109479946180363e+04 0.000000000000000000e+00
1.190955388230118039e+00 6.425852016451821669e+01 3.787456194593809000e-01 5.726803152664264873e-01 7.470617799231634715e-01 4.537757883161165573e+00 2.144423771747489216e+00 3.722453505296891674e+00 1.146753654651634508e-01 2.133110525274093379e+04 0.000000000000000000e+00
1.658180995814909853e+00 6.421638099858786575e+01 3.870516286907643155e-01 -8.472071538228023724e-02 7.360629051177463023e-01 8.672164037858330232e+00 4.194928677230041814e+00 3.789729537285591476e+00 1.310107722763473037e-01 2.133110791241384140e+04 0.000000000000000000e+00
8.837948941900219957e-01 6.399608820124171871e+01 6.085365682231909101e-01 3.338893655604336930e-01 4.486562719621855350e-02 6.385950126231142221e+00 2.991456457049153084e+00 4.115038173510589203e+00 5.021838872549152510e-01 2.133111244527571398e+04 0.000000000000000000e+00
7.014896496728008080e-01 6.564053195427941034e+01 6.214632016302045203e-01 -8.269760236148110399e-02 2.785507768440821930e-01 1.178582891906096997e+01 5.649020105095666544e+00 3.264675034466774761e+00 5.749773039164482569e+00 2.133112160259695520e+04 0.000000000000000000e+00
2.772221945881523375e+00 6.471908121674984216e+01 5.475418634781140659e-01 3.883969568975622066e-01 4.401546397120115195e-01 5.243563338495437876e+00 2.503572855708556144e+00 5.422556773260591712e-01 3.225714566125749805e+00 2.133112563233403125e+04 0.000000000000000000e+00
1.371890347249201225e+00 6.462085474628428017e+01 4.919116900705102213e-01 -1.800037554559092978e-01 5.758002190089047678e-01 5.996862101175893578e+00 2.873950213632483486e+00 3.684492154771177308e+00 3.290645742580699216e-03 2.133112878677207118e+04 0.000000000000000000e+00
2.142517138158196222e+00 6.309789044381279410e+01 2.880425395178555226e-01 5.222950743081151703e-01 8.445205397479518261e-01 5.667321489700356096e+00 2.671724824016835864e+00 1.763595065879529855e+00 4.389060223594789534e+00 2.133113146859295011e+04 0.000000000000000000e+00
3.116085538601846228e+00 6.574351010950832119e+01 6.418589635495961510e-01 -8.095567581942536561e-02 1.743275797501959989e-01 6.875919862191894438e+00 3.249925026683031515e+00 5.336288121346518531e-01 2.992036316264830909e+00 2.133113655447237397e+04 0.000000000000000000e+00
2.719721235427863704e+00 6.537852325329428993e+01 5.152911034895958364e-01 3.460685500662367131e-01 5.562434080152475202e-01 5.335180072324239298e+00 2.536337744250497295e+00 5.801414998692372427e-01 3.198665830139741928e+00 2.133113800024342709e+04 0.000000000000000000e+00
2.158493863826799863e+00 6.497873570667066190e+01 6.363280222120062390e-01 -5.802275338847057151e-01 4.056623919316193483e-02 4.982723998618545203e+00 2.395271379688495461e+00 5.436346817097843953e+00 1.636257866073858924e+00 2.133113851791213892e+04 0.000000000000000000e+00
1.841573554597380813e+00 6.523441473578384375e+01 5.758784358369236633e-01 5.076193673757696256e-01 3.874130908734418344e-01 5.619843983642871521e+00 2.626710826402312904e+00 2.493666607958517911e+00 5.088434484444369410e+00 2.133114077411774633e+04 0.000000000000000000e+00
1.269997690219947684e+00 6.498954060200361482e+01 5.740152544278838143e-01 -5.453287035699700969e-01 4.012571745248996735e-01 4.576720604481741006e+00 2.209104677637591774e+00 3.619011534637249117e+00 6.189535028796271376e+00 2.133115215638278823e+04 0.000000000000000000e+00
2.358125355319056649e+00 6.467755618807287021e+01 5.709309953321942688e-01 -4.916081455283840412e-02 3.643931417126911598e-01 9.684191404306437434e+00 4.428576949555286468e+00 3.600109990967252926e-01 3.008798546619332104e+00 2.133115540193309425e+04 0.000000000000000000e+00
1.514147673735514399e+00 6.546829380677496601e+01 6.472499255585399958e-01 2.811689685579421005e-01 4.908511667237135806e-02 5.930989267527855269e+00 2.800169533128058497e+00 3.264823506668631303e+00 5.720081903253730893e+00 2.133115758012534207e+04 0.000000000000000000e+00
1.651072635909788699e+00 6.416280517463239619e+01 6.127331950002563588e-01 -3.233236638049584721e-01 8.849637572183710610e-03 6.727092352848815793e+00 3.197009149136138983e+00 4.179544276787456880e+00 5.822773474895051038e-01 2.133116223518412153e+04 0.000000000000000000e+00
1.468730913744024980e+00 6.456677217046714645e+01 6.290499689426901631e-01 -2.653055015740162226e-01 4.712357689630686935e-02 5.894823919170643300e+00 2.744672060473259290e+00 3.813180832059837488e+00 4.725536103232581830e-02 2.133116483128136315e+04 0.000000000000000000e+00
2.276471564145043480e+00 6.530477946827292612e+01 6.379909158922141277e-01 -4.378209235218261663e-01 1.166927235829100101e-01 6.105887897320783964e+00 2.922091642144004631e+00 5.786619149344001123e+00 2.067081039242289808e+00 2.133116643565550476e+04 0.000000000000000000e+00
1.031678929272030087e+00 6.555367665162016522e+01 6.468911677111155445e-01 3.302547408792755324e-01 8.339650409592652691e-02 5.525130056881344842e+00 2.564122881984580271e+00 3.840483546667339265e+00 3.858167323429674556e-02 2.133117212605183522e+04 0.000000000000000000e+00
2.096084737161282963e+00 6.468692797743916856e+01 6.192668641393326290e-01 -5.728605337019514465e-01 1.810210049273761612e-01 5.155474102832713790e+00 2.475997664913078378e+00 5.293089904939451529e+00 1.549164305101094374e+00 2.133117575848696652e+04 0.000000000000000000e+00
2.237756449108009082e+00 6.501354284956008200e+01 5.419395586291712030e-01 2.005075601827149001e-01 4.739081847791994373e-01 1.052956038477963396e+01 4.771750097379538147e+00 1.183191247718328398e+00 3.740404159930456274e+00 2.133117609478926533e+04 0.000000000000000000e+00
1.508292830757449243e+00 6.505243919305875977e+01 3.987863928969216931e-01 5.647378984768819388e-02 7.436594075344834520e-01 6.718482824225392669e+00 3.116234398805477479e+00 3.540571151390046634e+00 6.143113803302774123e+00 2.133117774899306096e+04 0.000000000000000000e+00
2.301872591477383878e+00 6.496576123721395390e+01 4.071769339381465791e-01 4.672627290280043089e-01 7.297375376225487820e-01 5.746786031164160313e+00 2.585217691553497676e+00 1.367410846355498588e+00 3.914080304894563156e+00 2.133117996845980451e+04 0.000000000000000000e+00
1.685496249179355255e+00 6.586912079416011068e+01 5.333576680560179195e-01 1.237687495874283394e-01 5.358665519823100354e-01 8.517780965091937162e+00 3.836725017695409523e+00 3.307908241687883333e+00 5.837843540946998644e+00 2.133118744813415833e+04 0.000000000000000000e+00
2.185779453884829415e+00 6.112336500726465260e+01 1.888637893905240617e-01 4.490785370809077248e-01 9.215422299068092293e-01 6.499084097608482935e+00 3.155610281606387346e+00 1.622464745521279950e+00 4.246935863391608557e+00 2.133118770995073646e+04 0.000000000000000000e+00
4.031833826461817538e-01 6.415191039578539289e+01 6.072290185281975505e-01 5.382669791928774705e-01 1.813336315565228229e-01 5.563950624097791398e+00 2.722324232419670587e+00 5.283416235210800060e+00 1.570161681981180779e+00 2.133119214955749703e+04 0.000000000000000000e+00
7.433673940836316163e-01 6.489340068718891530e+01 5.548514076377882853e-01 8.884019608696186454e-02 4.429042304616956360e-01 1.067600551864027558e+01 5.292382250466549642e+00 3.850679041624480714e+00 1.411435772738554306e-01 2.133119802827281092e+04 0.000000000000000000e+00
2.715486037340068659e+00 6.476484027370224794e+01 4.247196683302150166e-01 1.200141446162798498e-01 6.976851094859102265e-01 5.986246954883026383e+00 2.803786174038998880e+00 5.075123701580822599e-01 3.121071451354811011e+00 2.133120034155014946e+04 0.000000000000000000e+00
1.852735527365853452e+00 6.424911060208381741e+01 3.580552229012184950e-01 2.265816562743421664e-02 7.787557231345442199e-01 1.665351366517078802e+01 7.437961709154919276e+00 3.491433613262637348e+00 6.063024826850726967e+00 2.133120125358731821e+04 0.000000000000000000e+00
5.368460551699298922e-01 6.499129316311490356e+01 6.200415125103226899e-01 3.568608666645252669e-01 1.692821054030156369e-01 8.166573742474417585e+00 3.837997086864993523e+00 4.948979170530217964e+00 1.285253226752963718e+00 2.133120807940285158e+04 0.000000000000000000e+00
1.687923165383624191e+00 6.491874925633268845e+01 6.295399034334872024e-01 -7.952253661318081646e-02 1.570484033187241613e-03 9.068931273735039156e+00 4.205985591516789412e+00 3.811391197604061087e+00 1.428513593898652623e-01 2.133121004391885435e+04 0.000000000000000000e+00
9.698986641326522440e-01 6.477936208134271112e+01 5.113632038679940539e-01 -6.592233073305376889e-01 5.464856823550729992e-01 4.189347153781135980e+00 1.980983394689583621e+00 3.059789462871675969e+00 5.572809896412581843e+00 2.133121104169105820e+04 0.000000000000000000e+00
9.356459464761371914e-01 6.160453839172658519e+01 2.132789180843919496e-01 4.803622552622796582e-02 9.025333236023749262e-01 7.399914590759251176e+00 3.613272339018585466e+00 3.680107568480733171e+00 6.267126105986590978e-02 2.133121194054454099e+04 0.000000000000000000e+00
6.384613941192274211e-01 6.412945314913376649e+01 5.820199471715620243e-01 5.175096410314530271e-01 3.080243492716048248e-01 5.663442614593711788e+00 2.798707589383804706e+00 4.721887216558280365e+00 1.027553389414962215e+00 2.133121511412061955e+04 0.000000000000000000e+00
2.961348220409992571e+00 6.463703233152743621e+01 4.981941035121902894e-01 -2.102531075950976880e-01 5.601959863779996107e-01 5.956549777072962293e+00 2.928806421663319171e+00 5.681608099968051828e-01 3.154273678019311244e+00 2.133121882931530854e+04 0.000000000000000000e+00
6.911815657257813772e-01 6.552620162618455879e+01 6.112947445491224707e-01 3.976590328463685542e-01 2.900040158593713002e-01 6.559974258278629122e+00 2.962640536604363106e+00 4.535817051963215718e+00 7.753230211289263707e-01 2.133122473090996209e+04 0.000000000000000000e+00
1.041629446613700827e+00 6.482696265365932220e+01 6.272024630293895342e-01 -5.293402784234543246e-01 6.385635093899769653e-03 4.742780058518465403e+00 2.223848241374053902e+00 3.277945035524881590e+00 5.917743377519108172e+00 2.133122566371707217e+04 0.000000000000000000e+00
1.810603614038864162e+00 6.490828932427659481e+01 6.206748287559675781e-01 6.094861349688149854e-01 1.911383638673946062e-01 4.669851046028609787e+00 2.205880392694972603e+00 2.492490288507974494e+00 5.015001820447764658e+00 2.133122659589656178e+04 0.000000000000000000e+00
6.711612611916101256e-01 6.510091036117439955e+01 5.146023785914158877e-01 -3.664657073499632545e-01 5.360450649128792877e-01 7.263575026440317828e+00 3.324235703723156909e+00 2.656023453916670274e+00 5.262523916712148697e+00 2.133123005303613900e+04 0.000000000000000000e+00
3.023275493384454116e+00 6.467999715426321927e+01 6.146619644703206209e-01 1.838066041416732965e-01 2.020789735907136675e-01 6.205773887609468353e+00 3.101588044697475066e+00 2.735122986867423167e-01 2.822123101529113054e+00 2.133123706217358995e+04 0.000000000000000000e+00
1.196412761093940569e+00 6.504045080084156893e+01 5.752875824183505404e-01 -1.221914448891745913e-01 3.966362202704752371e-01 5.860895054624041478e+00 2.766544984662882900e+00 3.561881131644810683e+00 6.114826369513946425e+00 2.133125455311917904e+04 0.000000000000000000e+00
1.966227782850849204e+00 6.477972921966392050e+01 4.724107941707191838e-01 -2.615939592939673375e-01 6.155255299344805087e-01 1.112254041990653519e+01 5.173520250548486743e+00 4.927698222352962176e+00 1.285918189759480690e+00 2.133125591133718626e+04 0.000000000000000000e+00
2.695063221433311451e+00 6.478474853936890554e+01 5.520089974282033074e-01 -7.499594751273899740e-02 4.507515162923673713e-01 6.021513455792085523e+00 2.894350169669976047e+00 3.936557360160253816e-01 2.886830025671988764e+00 2.133125654195082097e+04 0.000000000000000000e+00
1.168473366647198475e+00 6.563140187762361677e+01 6.151052102777797570e-01 7.181333751126499632e-01 2.902071709887670825e-01 3.835497594249063447e+00 1.778351509061524727e+00 3.728696949802027039e+00 6.220442147625000473e+00 2.133126324694614959e+04 0.000000000000000000e+00
5.884839415211093883e-01 6.412586911459939643e+01 5.258861019525237213e-01 2.992834904156246312e-01 4.684887365629801792e-01 9.478794644044967299e+00 4.614031801258033028e+00 4.736488696089569572e+00 1.112848976595704809e+00 2.133126983575086342e+04 0.000000000000000000e+00
3.063653681608560775e-01 6.404152503650016115e+01 5.731138219342798434e-01 -3.142921867717156093e-01 3.135267689226105547e-01 8.883845195451133492e+00 4.358569243944237392e+00 1.531848810015913775e+00 4.187485165615001392e+00 2.133127296163114443e+04 0.000000000000000000e+00
3.110282210986098139e+00 6.509171020242817463e+01 5.396247991460570992e-01 5.425034141996454284e-01 4.896240033098367417e-01 4.744074598666077947e+00 2.224730138366016963e+00 6.229016319846915728e+00 2.527917285016703097e+00 2.133127297504403032e+04 0.000000000000000000e+00
1.015808182071353150e+00 6.489943712811800935e+01 4.404399059603782418e-01 2.857844637771420060e-01 6.857873554012788864e-01 5.812742654963655831e+00 2.816784042735654747e+00 3.810383000066977388e+00 6.276552759558311934e+00 2.133127360534252148e+04 0.000000000000000000e+00
2.938417957565887306e+00 6.311435861366210531e+01 2.877275972278044991e-01 -1.673319967710476808e-01 8.448082888879185903e-01 6.019066334474366009e+00 2.961138814628021976e+00 5.489994031675998754e-01 3.201669320730279988e+00 2.133128395143911985e+04 0.000000000000000000e+00
3.068031861986951547e+00 6.423080134586385270e+01 4.281737682673509848e-01 -3.358997188854285776e-01 6.783341351024692045e-01 5.885623885514842613e+00 2.958825936563316272e+00 7.654704558777492007e-01 3.363012416714691533e+00 2.133128503955170163e+04 0.000000000000000000e+00
1.873912111391785373e+00 6.534016344435566737e+01 5.583370623034262792e-01 2.637759984151253345e-01 4.407947180286741484e-01 9.784925401833746150e+00 4.416658664358439346e+00 2.636188476654454327e+00 5.265165235467002880e+00 2.133128598475434046e+04 0.000000000000000000e+00
1.816922362562610527e+00 6.534315748499784604e+01 4.685291032553469681e-01 1.177892383395434395e-01 6.436586014426873836e-01 1.245424981503249739e+01 5.836414715844935763e+00 3.132211856670988670e+00 5.739112282746471116e+00 2.133129188632258956e+04 0.000000000000000000e+00
4.474198668926904765e-01 6.199879627057682541e+01 2.114079398885645167e-01 3.720638943174857660e-01 9.106602490949050610e-01 7.934427612944798369e+00 3.582620582946145937e+00 5.231381382507636069e+00 1.582079628221745304e+00 2.133129997685908165e+04 0.000000000000000000e+00
2.654333427564953274e-01 6.494380750715434658e+01 4.837952989449174623e-01 3.742340731670824594e-01 5.953276121265701493e-01 7.299554423746334564e+00 3.428577822852865609e+00 5.740011458789501475e+00 2.073020329786377847e+00 2.133130174958072530e+04 0.000000000000000000e+00
2.598771824565135002e+00 6.522473219907102759e+01 6.001498800797879785e-01 -3.285289955807290524e-02 3.199958760956703174e-01 6.443457786700809820e+00 3.091692073857371881e+00 4.175674580025997007e-01 2.968498812627927474e+00 2.133130270740810738e+04 0.000000000000000000e+00
1.233374888741079145e+00 6.503931659215470518e+01 5.333687200353131042e-01 3.931263824153133357e-01 5.104290974176315387e-01 5.086042246127225219e+00 2.503610570398858481e+00 3.578409449829257571e+00 6.055336894024202721e+00 2.133130913910995514e+04 0.000000000000000000e+00
1.037213192866167644e+00 6.479100214153349668e+01 6.265226976682749527e-01 6.220416745798151847e-01 3.305311104166325231e-02 4.345112449707476898e+00 2.022744805658512668e+00 4.000221332880228076e+00 3.760165469944629635e-01 2.133131113710286809e+04 0.000000000000000000e+00
2.975311677929231458e+00 6.427972725138226906e+01 5.988243508583463992e-01 7.043461244563853363e-01 2.304511228227376363e-01 4.000600329122378618e+00 1.907935943327077499e+00 1.622291436355094985e-01 2.775172242546372292e+00 2.133131120379337881e+04 0.000000000000000000e+00
1.056615353035902372e+00 6.515166233384101702e+01 6.021593182108880837e-01 -8.719566628329958879e-01 2.887027472639455694e-01 3.321525166369893700e+00 1.540788922703969055e+00 3.227543808317234308e+00 5.772985379574293141e+00 2.133132097218287163e+04 0.000000000000000000e+00
6.771754064996992062e-01 6.494941774810698121e+01 6.110575269812763555e-01 -2.093428076438557106e-01 2.263903824374143836e-01 1.021073054313665907e+01 4.681929540035920212e+00 2.906857350989221267e+00 5.522797241203671881e+00 2.133133109441254783e+04 0.000000000000000000e+00
8.056817227674787363e-01 6.567151543580813211e+01 5.681568683387280272e-01 -4.808330106655569480e-01 4.394738577544051172e-01 5.404022684662652232e+00 2.438640070832342133e+00 2.847409770838668752e+00 5.421852626294366928e+00 2.133133264898931884e+04 0.000000000000000000e+00
1.828487141845204667e+00 6.450260442161750518e+01 5.640800729205981412e-01 -3.023562716201077527e-01 3.782832412282010059e-01 8.559288282420046912e+00 4.033004365449441408e+00 4.529231407409401555e+00 9.066446512916747080e-01 2.133133526860296479e+04 0.000000000000000000e+00
1.093131912301477104e+00 6.591499760506388839e+01 5.598475571720329391e-01 3.460123259999234868e-01 4.779040242681976136e-01 5.348174431569091780e+00 2.518250527606892941e+00 3.781557957000670545e+00 4.154779738842329095e-02 2.133133693003572262e+04 0.000000000000000000e+00
1.345967725318216957e+00 6.310554422694472265e+01 2.638934392943378393e-01 -7.098106748689676782e-02 8.768768107610557250e-01 5.952623748958582262e+00 2.764027235513416336e+00 3.627724233590203351e+00 6.197743975004335049e+00 2.133133738991786231e+04 0.000000000000000000e+00
8.089328738459089507e-02 6.473495265880440286e+01 5.996102757976858877e-01 -3.396628828181996740e-02 2.598565952820107161e-01 8.615429519212707277e+00 4.024515143513267112e+00 5.543221491129919354e-01 3.203895213679984977e+00 2.133134225664639234e+04 0.000000000000000000e+00
1.256790863716735318e+00 6.553805952024762860e+01 5.587455782189726383e-01 4.261076981503627015e-01 4.717178574584426354e-01 4.947522841470032517e+00 2.321887520986525733e+00 3.561929468338154603e+00 6.094427658467259867e+00 2.133134780126562327e+04 0.000000000000000000e+00
2.269588699257457876e+00 6.560884643288187590e+01 5.100166109246871970e-01 1.580664652252321833e-01 5.771286585463779595e-01 1.048022216634637793e+01 4.750810422536829059e+00 9.848307947446697241e-01 3.493118307052097471e+00 2.133134996780262372e+04 0.000000000000000000e+00
3.094110427307679156e+00 6.595881270094378124e+01 6.052248885911586385e-01 4.904778552282142434e-01 3.553901440714489768e-01 4.912269166912693663e+00 2.322055767728343323e+00 6.260002475542560951e+00 2.472665015171246594e+00 2.133137385478451324e+04 0.000000000000000000e+00
1.593935270536734450e+00 6.462469912842142605e+01 6.232392026369194538e-01 -5.921537608331470803e-01 1.337607584715091169e-01 4.534229997882214036e+00 2.123756383023333694e+00 4.213037641141254674e+00 4.379457185185739454e-01 2.133138043994513282e+04 0.000000000000000000e+00
7.663933401372309273e-01 6.541175670272497200e+01 5.741018921976281941e-01 -4.259537201609269186e-01 4.077747951570165896e-01 5.984706342460054174e+00 2.779445345094394337e+00 2.802170220362969033e+00 5.338616883528492174e+00 2.133138354058668483e+04 0.000000000000000000e+00
1.367848066615553693e+00 6.431754007239025839e+01 6.083280093318713666e-01 2.025393535636269005e-01 2.019000023290437873e-01 5.922680252577499971e+00 3.000460800864178879e+00 3.474624773418895529e+00 6.044270274902587836e+00 2.133138357700244887e+04 0.000000000000000000e+00
1.880591686977648003e+00 6.365872164980113723e+01 6.033207715377216784e-01 -2.188084715279486892e-01 5.281489540712853981e-02 1.167740242650943294e+01 5.709184583376464062e+00 4.541746664327511951e+00 9.199651482494414223e-01 2.133138384037377546e+04 0.000000000000000000e+00
8.335319017495322891e-01 6.471668985291260867e+01 6.233915583694057405e-01 5.103717584201922230e-01 1.094732668492661432e-01 5.131634103588218920e+00 2.307175724645466275e+00 4.324597054493334092e+00 5.880254372617788050e-01 2.133138810928739258e+04 0.000000000000000000e+00
2.412114220541588860e+00 6.446010577726077884e+01 5.932427198592576945e-01 -3.435516361052844414e-01 2.613825042703686319e-01 6.483640939133892722e+00 3.000191484079838933e+00 6.186896435591421550e+00 2.504550030439430142e+00 2.133138829385031204e+04 0.000000000000000000e+00
4.546044946865182568e-01 6.486443788259884968e+01 6.186845665179501186e-01 -9.710649698316196066e-01 1.687785512217381823e-01 3.066976181100241838e+00 1.446118669037383286e+00 2.027063130184523221e+00 4.663424197603823984e+00 2.133138907734617896e+04 0.000000000000000000e+00
6.796165643731433281e-01 6.497592311321578507e+01 4.532861191066120399e-01 6.288514182087964199e-01 6.607103133642280302e-01 4.593550668944362592e+00 2.264309138625609119e+00 4.670482224805795113e+00 9.338222790542769491e-01 2.133140064445043390e+04 0.000000000000000000e+00
8.578133947094292999e-01 6.573779819050402295e+01 5.043371336233097857e-01 -3.663959090646609629e-01 5.903887958953356607e-01 6.091394455506009109e+00 2.829689433867997206e+00 3.036494524961545149e+00 5.601156828897597251e+00 2.133140623132963810e+04 0.000000000000000000e+00
1.654959776255971571e+00 6.440827996177110037e+01 4.233724987357846414e-01 6.364728071459555547e-01 6.986607533643450774e-01 4.435978211441595320e+00 2.198515490023303265e+00 2.786922187841178733e+00 5.295015721432444700e+00 2.133140716213612177e+04 0.000000000000000000e+00
6.422867336024609131e-01 6.445094740152001123e+01 5.703727641360114564e-01 6.298078696356959050e-01 3.657386114881463479e-01 4.720532247325790465e+00 2.276018677793663070e+00 4.767308383599588417e+00 1.084731166380001666e+00 2.133142316934644623e+04 0.000000000000000000e+00
2.282400592205072964e+00 6.557152352140388984e+01 5.488789788327660402e-01 1.457599009334610285e-01 4.871789250521235681e-01 1.042079617653651979e+01 4.762939720631363727e+00 9.326816361086717189e-01 3.479250943015065989e+00 2.133142588283074656e+04 0.000000000000000000e+00
1.638115232163882995e+00 6.382258393188595846e+01 3.505539343889149673e-01 -2.924390386245848683e-01 7.837831192263491342e-01 6.838671395814870380e+00 3.307548805329813213e+00 4.076498577831520365e+00 3.230463975071374838e-01 2.133142882645542340e+04 0.000000000000000000e+00
2.189568818537062533e+00 6.561529694155942138e+01 5.940013616578569966e-01 -2.712523612559120667e-01 3.588178043655709248e-01 9.431998015928726886e+00 4.207213392640251293e+00 5.751704269995358665e+00 1.995020806792825452e+00 2.133143040208842649e+04 0.000000000000000000e+00
2.950830469295451230e+00 6.113960471338566549e+01 1.810867534254561595e-01 6.433607533107307264e-01 9.359626875622164555e-01 4.194871489606986970e+00 2.066043407762840456e+00 1.865149162781905012e-01 2.748481821531804759e+00 2.133143439006887274e+04 0.000000000000000000e+00
2.884402817580562051e+00 6.388868823606480163e+01 3.795538950282555390e-01 -5.883594644686991337e-01 7.431587020920131792e-01 4.479985519481801681e+00 2.237760455490162670e+00 5.630354440529232729e-01 3.150110670074352193e+00 2.133143580195801769e+04 0.000000000000000000e+00
2.388986607167269405e+00 6.500174543700155994e+01 4.984663065639624024e-01 5.635216747389867886e-02 5.786595904786610012e-01 8.954870139244574645e+00 4.371343635272989303e+00 5.745221490087124572e-01 3.185727083527818859e+00 2.133143743941566936e+04 0.000000000000000000e+00
2.489050740933471673e+00 6.540535356182449789e+01 4.945741948906626773e-01 2.474653347232779188e-01 5.942973600653966848e-01 6.502016616251136583e+00 2.909172438302460861e+00 8.059942798560879584e-01 3.333846842373300312e+00 2.133143786341873420e+04 0.000000000000000000e+00
